Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Einkaufssumme,Fertiggerichte,Tiefkuehlware,Milchprodukte,Backwaren,Obst/Gemuese,Spirituosen,Tiernahrung,Bier,Frischfleisch,Drogerieartikel,Konserven,Kaffee/Tee,Suessigkeiten,Wurstwaren,Schreibwaren
m,41-50,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,3200-<4500,268,5,25,0,12,0,0,0,144,0,7,4,0,63,0,8
w,31-40,nein,ledig,ja,Montag,>17 Uhr,< 10 km,<1000,278,0,18,0,0,9,0,27,224,0,0,0,0,0,0,0
w,18-30,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,153,0,0,0,3,0,8,50,0,0,0,0,16,0,76,0
m,31-40,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,>4500,249,8,0,0,0,24,0,0,0,0,0,14,0,0,0,203
w,18-30,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,81,30,0,0,0,24,0,0,9,0,0,0,18,0,0,0
w,18-30,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,<1000,176,0,0,0,4,0,0,77,0,0,0,0,0,35,0,60
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,172,8,0,0,0,30,6,0,106,17,0,0,0,0,0,5
w,18-30,nein,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,1000-<2000,339,0,0,0,0,18,0,0,161,0,0,8,0,40,0,112
w,51-60,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,303,0,0,35,11,0,3,7,0,9,0,0,8,14,216,0
m,18-30,nein,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,359,3,0,0,42,0,20,0,34,183,4,0,0,0,0,73
m,31-40,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,<1000,256,11,24,0,0,60,0,0,0,48,32,0,0,60,0,21
w,51-60,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,<1000,303,0,0,0,5,0,13,15,255,0,0,4,11,0,0,0
m,41-50,ja,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,3200-<4500,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6
w,18-30,nein,ledig,nein,Donnerstag,>17 Uhr,< 10 km,3200-<4500,134,0,0,0,0,48,0,0,0,0,0,2,12,72,0,0
w,18-30,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,<1000,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
w,>60,ja,Partnerschaft,nein,Mittwoch,<10 Uhr,< 10 km,<1000,255,0,0,12,11,0,10,168,0,18,0,0,36,0,0,0
w,18-30,ja,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,74,0,24,0,0,18,0,0,0,0,0,0,0,32,0,0
m,31-40,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,205,15,0,0,0,18,84,30,48,0,0,0,0,0,0,10
m,31-40,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,131,50,0,0,0,0,0,0,0,72,0,8,0,0,0,1
w,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,121,0,30,0,17,0,33,24,0,0,0,0,17,0,0,0
w,18-30,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,> 25 km,1000-<2000,353,0,0,0,72,6,0,0,0,217,16,0,0,0,42,0
w,18-30,ja,Partnerschaft,nein,Samstag,>17 Uhr,> 25 km,>4500,319,0,0,0,0,84,0,0,189,0,0,0,28,18,0,0
m,18-30,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,<1000,389,12,36,0,0,0,9,45,253,19,15,0,0,0,0,0
w,>60,ja,ledig,nein,Montag,<10 Uhr,10 - 25 km,>4500,447,0,0,0,9,0,1,161,160,0,42,16,14,44,0,0
w,18-30,nein,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,114,0,0,0,0,0,0,0,0,92,0,0,14,0,8,0
w,31-40,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,76,0,0,0,24,0,0,0,0,28,24,0,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,<1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Freitag,>17 Uhr,> 25 km,1000-<2000,136,8,6,0,13,0,10,15,8,0,0,0,12,64,0,0
w,>60,nein,ledig,ja,Samstag,<10 Uhr,> 25 km,1000-<2000,248,0,0,0,16,0,14,77,0,0,0,0,33,0,108,0
w,>60,nein,ledig,nein,Samstag,12-14 Uhr,< 10 km,<1000,95,0,0,0,37,0,8,18,0,0,0,0,25,7,0,0
m,>60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,>4500,450,44,5,0,28,24,0,119,54,72,0,0,97,0,0,7
m,18-30,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,251,8,99,0,18,0,9,0,41,67,0,0,0,0,0,9
w,18-30,ja,ledig,nein,Samstag,<10 Uhr,10 - 25 km,<1000,184,4,0,45,8,0,0,9,0,44,0,2,18,54,0,0
m,18-30,ja,ledig,nein,Samstag,>17 Uhr,10 - 25 km,1000-<2000,204,5,0,0,0,0,1,0,163,12,20,0,0,0,0,3
w,18-30,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,195,25,0,21,0,0,0,0,144,0,0,0,0,5,0,0
w,51-60,ja,ledig,ja,Freitag,<10 Uhr,< 10 km,<1000,138,10,0,0,14,0,8,21,0,0,54,0,11,20,0,0
w,18-30,nein,ledig,ja,Samstag,14-17 Uhr,< 10 km,3200-<4500,137,0,0,0,0,0,0,0,42,0,0,0,0,95,0,0
w,>60,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,261,10,0,0,13,0,13,21,126,0,48,0,30,0,0,0
w,51-60,nein,ledig,nein,Mittwoch,<10 Uhr,< 10 km,3200-<4500,307,0,0,0,12,0,9,25,108,136,0,0,17,0,0,0
m,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,22,4,0,0,3,0,0,0,0,0,0,0,10,0,0,5
m,31-40,ja,Partnerschaft,nein,Donnerstag,10-12 Uhr,> 25 km,1000-<2000,178,7,0,0,0,0,0,0,0,96,0,0,0,6,64,5
m,18-30,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,541,0,0,0,0,0,21,27,157,20,0,20,112,80,100,4
w,>60,ja,ledig,nein,Mittwoch,10-12 Uhr,10 - 25 km,1000-<2000,142,0,0,0,21,0,0,29,27,0,18,0,25,0,22,0
m,>60,ja,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,>4500,92,6,24,0,13,0,0,0,0,0,0,0,10,26,10,3
w,>60,ja,ledig,nein,Samstag,12-14 Uhr,< 10 km,<1000,263,0,0,0,35,0,2,17,124,0,0,0,25,0,0,60
m,18-30,nein,ledig,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,147,29,4,0,10,60,0,0,11,27,0,0,0,0,0,6
w,18-30,nein,ledig,nein,Donnerstag,<10 Uhr,10 - 25 km,<1000,71,0,0,0,45,0,0,0,0,26,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,14-17 Uhr,> 25 km,<1000,59,0,0,12,8,0,0,0,0,0,25,0,0,14,0,0
w,41-50,nein,ledig,ja,Freitag,14-17 Uhr,< 10 km,<1000,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
w,18-30,ja,ledig,nein,Mittwoch,14-17 Uhr,< 10 km,<1000,408,16,20,0,28,0,88,0,256,0,0,0,0,0,0,0
w,31-40,nein,ledig,nein,Mittwoch,<10 Uhr,10 - 25 km,1000-<2000,491,0,0,0,0,40,189,0,0,100,0,0,36,96,30,0
w,51-60,nein,ledig,nein,Freitag,<10 Uhr,10 - 25 km,>4500,336,6,0,0,17,0,2,113,0,0,36,36,126,0,0,0
m,18-30,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,3200-<4500,156,12,0,0,12,0,6,30,15,19,24,0,0,24,0,14
w,18-30,ja,ledig,nein,Samstag,10-12 Uhr,> 25 km,<1000,132,0,18,0,0,0,0,30,0,72,0,0,0,0,0,12
m,31-40,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,120,52,12,0,45,0,0,0,0,0,0,0,0,0,0,11
m,31-40,ja,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,187,0,30,12,0,0,0,0,0,0,0,0,90,42,0,13
m,>60,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,> 25 km,2000-<3200,125,56,0,12,37,0,0,0,0,0,0,0,19,0,0,1
m,18-30,nein,ledig,nein,Freitag,14-17 Uhr,< 10 km,>4500,448,8,0,0,18,0,51,60,150,96,0,0,0,64,0,1
w,18-30,nein,Partnerschaft,ja,Mittwoch,10-12 Uhr,10 - 25 km,2000-<3200,296,0,0,0,0,30,0,0,145,90,28,3,0,0,0,0
w,>60,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,176,15,0,0,21,0,12,4,91,0,0,0,33,0,0,0
w,31-40,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,1000-<2000,154,0,0,6,30,0,0,28,0,0,0,0,90,0,0,0
m,>60,nein,ledig,nein,Mittwoch,<10 Uhr,10 - 25 km,1000-<2000,134,10,0,0,15,0,0,70,0,0,0,3,7,0,0,29
m,18-30,ja,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,<1000,303,13,60,4,35,0,10,0,16,19,0,0,0,40,100,6
w,>60,ja,ledig,nein,Samstag,12-14 Uhr,< 10 km,>4500,254,0,33,0,11,0,9,101,0,0,81,3,16,0,0,0
w,>60,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,2000-<3200,334,0,18,0,6,24,14,24,184,0,0,0,25,39,0,0
w,>60,nein,ledig,nein,Mittwoch,<10 Uhr,> 25 km,1000-<2000,340,0,0,0,17,0,8,148,0,0,0,8,19,70,0,70
w,31-40,nein,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,>4500,168,0,0,35,0,0,4,108,0,0,0,21,0,0,0,0
m,>60,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,<1000,261,9,0,0,53,0,0,36,0,153,0,0,0,0,0,10
m,31-40,nein,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,2000-<3200,104,12,0,0,0,0,0,0,0,0,0,18,0,56,0,18
m,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,527,6,0,0,12,0,10,0,192,152,0,0,44,35,56,20
m,18-30,ja,ledig,nein,Samstag,12-14 Uhr,< 10 km,3200-<4500,361,0,0,0,0,0,0,0,150,42,0,28,52,8,80,1
w,18-30,nein,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,<1000,112,0,0,0,0,0,0,52,0,0,0,0,60,0,0,0
w,41-50,ja,Partnerschaft,nein,Donnerstag,>17 Uhr,> 25 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,257,33,0,0,0,18,0,0,63,99,0,0,0,0,0,44
w,>60,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,488,0,0,0,32,0,9,11,405,0,0,0,31,0,0,0
w,51-60,nein,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,<1000,153,0,0,0,18,88,17,8,0,0,0,0,10,12,0,0
w,18-30,ja,ledig,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,446,18,0,0,0,0,0,0,150,0,0,0,77,51,0,150
w,18-30,nein,ledig,nein,Donnerstag,12-14 Uhr,> 25 km,3200-<4500,386,0,0,0,20,0,0,0,145,203,2,16,0,0,0,0
w,>60,ja,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,1000-<2000,194,0,0,0,59,0,0,8,110,0,0,0,17,0,0,0
w,41-50,nein,ledig,nein,Donnerstag,<10 Uhr,10 - 25 km,1000-<2000,119,0,0,10,0,0,18,0,0,0,0,0,0,91,0,0
w,>60,nein,Partnerschaft,nein,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,312,6,0,0,39,0,10,20,64,0,0,0,153,0,0,20
w,31-40,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,238,0,0,3,77,0,77,0,0,0,81,0,0,0,0,0
w,>60,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,<1000,273,35,0,0,33,32,3,25,0,0,0,0,25,120,0,0
w,>60,nein,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,>4500,327,25,0,0,20,0,14,30,225,0,0,0,13,0,0,0
w,>60,nein,ledig,nein,Samstag,10-12 Uhr,> 25 km,<1000,100,0,0,0,48,0,11,21,0,0,0,0,12,8,0,0
w,41-50,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,<1000,37,0,0,16,0,0,0,0,0,0,0,21,0,0,0,0
w,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,106,0,0,0,30,0,0,0,0,0,0,0,40,0,36,0
w,41-50,ja,ledig,nein,Mittwoch,12-14 Uhr,< 10 km,<1000,68,0,40,0,0,0,0,0,0,28,0,0,0,0,0,0
m,31-40,ja,ledig,nein,Samstag,14-17 Uhr,< 10 km,2000-<3200,107,23,30,0,0,0,0,24,20,0,0,0,0,0,0,10
w,18-30,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,84,0,0,0,0,0,0,0,16,68,0,0,0,0,0,0
w,>60,ja,ledig,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,40,0,0,0,2,21,6,9,0,0,0,0,2,0,0,0
w,>60,nein,ledig,nein,Donnerstag,<10 Uhr,< 10 km,>4500,230,6,0,0,26,0,4,19,93,0,0,0,20,54,8,0
m,18-30,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,284,6,0,0,12,72,83,0,12,6,0,0,10,72,0,11
w,>60,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,<1000,279,0,0,0,6,0,0,71,41,72,0,0,9,80,0,0
m,18-30,ja,ledig,nein,Samstag,<10 Uhr,10 - 25 km,>4500,214,0,0,0,12,63,12,0,16,16,0,0,0,81,0,14
w,>60,nein,ledig,ja,Donnerstag,<10 Uhr,< 10 km,2000-<3200,195,0,0,0,31,0,2,23,0,0,0,0,19,0,0,120
m,18-30,ja,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,221,4,0,0,35,0,17,0,111,13,0,0,0,30,0,11
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,>4500,315,22,0,0,0,25,21,133,9,11,0,0,0,0,14,80
m,51-60,nein,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,3200-<4500,41,7,0,0,0,0,0,0,0,0,0,0,0,24,0,10
m,41-50,ja,Partnerschaft,ja,Samstag,12-14 Uhr,> 25 km,1000-<2000,156,2,0,45,36,0,0,0,0,0,0,0,72,0,0,1
w,>60,nein,ledig,nein,Freitag,<10 Uhr,> 25 km,<1000,243,0,15,6,11,0,6,7,34,51,0,0,113,0,0,0
w,41-50,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,2000-<3200,120,0,0,12,0,0,0,0,0,0,0,0,0,0,108,0
m,18-30,nein,Partnerschaft,nein,Samstag,>17 Uhr,> 25 km,>4500,112,11,0,0,36,0,2,0,9,8,6,0,0,0,30,10
m,41-50,ja,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,83,12,0,0,28,0,0,0,0,30,0,0,0,0,0,13
w,51-60,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,1000-<2000,186,0,0,0,20,0,12,14,80,0,0,0,60,0,0,0
w,18-30,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,<1000,112,0,0,32,0,0,0,0,0,0,0,0,55,25,0,0
m,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,264,13,0,0,11,0,0,0,130,42,0,0,62,0,0,6
w,51-60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,179,0,0,0,6,0,69,57,22,0,0,9,16,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,<1000,143,14,3,0,0,0,19,0,19,3,0,0,0,84,0,1
m,>60,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,83,34,0,0,8,0,0,0,4,0,20,0,8,0,0,9
m,18-30,nein,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,3200-<4500,148,2,36,0,0,0,12,0,26,16,0,12,40,0,0,4
w,18-30,nein,ledig,nein,Montag,14-17 Uhr,10 - 25 km,1000-<2000,88,0,64,0,0,0,0,0,0,24,0,0,0,0,0,0
w,>60,ja,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,<1000,320,0,0,0,34,0,32,22,0,0,63,0,31,0,84,54
m,18-30,ja,Partnerschaft,nein,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,243,11,0,0,21,0,0,27,4,103,0,63,0,0,0,14
m,>60,nein,Partnerschaft,nein,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,155,4,0,0,50,0,12,63,0,0,0,0,13,6,0,7
m,18-30,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,2000-<3200,97,6,25,0,35,0,0,0,3,15,0,0,0,0,0,13
w,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,109,0,0,0,0,0,0,0,0,17,0,8,0,63,0,21
w,>60,nein,ledig,nein,Montag,<10 Uhr,< 10 km,1000-<2000,243,0,0,0,94,0,4,4,38,0,0,0,85,18,0,0
w,31-40,ja,ledig,nein,Mittwoch,<10 Uhr,< 10 km,2000-<3200,64,0,0,6,0,48,0,0,0,0,0,10,0,0,0,0
w,41-50,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,77,0,0,0,0,0,12,65,0,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,369,4,14,0,0,0,9,0,167,11,0,0,126,30,0,8
m,18-30,nein,ledig,ja,Mittwoch,<10 Uhr,10 - 25 km,2000-<3200,151,9,0,0,0,0,12,0,15,21,7,0,56,24,0,7
w,>60,ja,ledig,nein,Freitag,<10 Uhr,10 - 25 km,2000-<3200,243,7,0,0,30,0,81,18,90,0,0,0,17,0,0,0
m,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,<1000,111,12,0,5,17,16,0,0,42,0,0,0,7,0,0,12
w,41-50,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,59,0,0,0,24,35,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,12-14 Uhr,10 - 25 km,<1000,153,2,0,0,0,60,12,0,53,6,0,0,0,0,12,8
w,18-30,ja,Partnerschaft,nein,Donnerstag,<10 Uhr,> 25 km,>4500,231,0,0,4,0,0,0,42,72,0,0,0,0,112,0,1
w,41-50,ja,ledig,ja,Donnerstag,12-14 Uhr,< 10 km,<1000,276,0,0,0,18,0,0,0,231,0,0,0,0,27,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,200,8,0,0,12,0,3,36,12,4,0,10,0,0,0,115
m,18-30,ja,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,188,10,0,3,4,0,17,54,8,1,0,0,0,78,0,13
w,31-40,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,207,0,42,0,0,0,0,84,0,0,0,0,33,48,0,0
w,18-30,ja,ledig,ja,Mittwoch,12-14 Uhr,< 10 km,1000-<2000,106,0,6,0,6,0,0,40,54,0,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,255,13,28,0,0,0,0,24,0,0,35,0,144,0,0,11
w,>60,nein,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,1000-<2000,118,2,7,0,26,0,9,69,0,0,0,0,5,0,0,0
w,>60,nein,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,442,0,72,0,65,0,5,21,152,0,49,0,6,0,0,72
m,18-30,ja,ledig,nein,Mittwoch,14-17 Uhr,< 10 km,3200-<4500,199,1,0,0,0,0,21,0,2,20,16,0,126,0,0,13
w,18-30,nein,ledig,nein,Montag,14-17 Uhr,< 10 km,1000-<2000,337,0,0,0,0,0,0,13,176,70,0,0,0,78,0,0
w,18-30,nein,ledig,nein,Freitag,12-14 Uhr,> 25 km,3200-<4500,259,20,8,0,0,6,0,36,0,64,0,0,0,44,0,81
w,>60,nein,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,<1000,241,0,0,0,22,0,84,20,0,22,0,0,23,0,70,0
w,>60,nein,ledig,nein,Mittwoch,10-12 Uhr,< 10 km,<1000,161,0,0,0,27,0,3,28,0,0,0,0,18,11,32,42
w,31-40,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,405,0,9,0,0,0,0,48,240,108,0,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,359,5,0,0,65,32,0,77,0,0,0,0,110,64,0,6
m,31-40,nein,ledig,nein,Montag,12-14 Uhr,> 25 km,1000-<2000,270,14,32,0,77,0,0,0,75,68,0,0,0,0,0,4
w,41-50,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,132,0,24,0,16,0,0,0,0,65,0,0,0,0,0,27
w,18-30,ja,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,>4500,218,0,42,0,0,0,0,0,0,0,32,0,0,0,0,144
w,18-30,ja,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,>4500,41,0,0,0,0,0,0,35,0,0,6,0,0,0,0,0
m,>60,nein,ledig,nein,Dienstag,<10 Uhr,10 - 25 km,3200-<4500,84,3,0,0,14,0,0,48,0,0,0,0,14,0,0,5
m,18-30,nein,ledig,nein,Montag,>17 Uhr,< 10 km,<1000,201,27,0,0,0,0,7,48,1,5,0,0,85,18,0,10
w,>60,nein,ledig,nein,Mittwoch,10-12 Uhr,< 10 km,2000-<3200,81,0,0,0,23,0,8,32,0,0,0,0,18,0,0,0
m,18-30,ja,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,168,8,0,0,0,0,1,30,39,3,18,0,0,56,0,13
w,31-40,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,97,20,0,0,21,56,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,137,12,0,0,0,0,6,0,8,12,9,0,0,0,0,90
w,18-30,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,274,25,0,0,35,16,0,0,0,0,0,0,168,30,0,0
w,18-30,nein,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,459,0,63,0,0,21,0,0,312,0,49,0,0,0,0,14
w,41-50,nein,ledig,ja,Dienstag,12-14 Uhr,< 10 km,<1000,268,0,0,0,28,0,0,0,0,0,30,0,0,91,119,0
w,>60,nein,Partnerschaft,nein,Montag,<10 Uhr,10 - 25 km,1000-<2000,329,0,0,0,54,0,0,15,132,0,0,0,24,0,0,104
w,51-60,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,267,0,0,0,10,0,3,16,238,0,0,0,0,0,0,0
w,51-60,nein,ledig,ja,Freitag,10-12 Uhr,< 10 km,>4500,451,15,0,0,12,0,0,28,51,0,30,0,122,49,0,144
w,41-50,ja,ledig,nein,Montag,14-17 Uhr,> 25 km,2000-<3200,64,0,4,0,0,21,9,0,0,0,0,0,0,0,0,30
w,>60,nein,Partnerschaft,nein,Montag,<10 Uhr,> 25 km,2000-<3200,419,0,14,0,28,0,9,13,0,225,32,21,5,72,0,0
m,18-30,ja,ledig,ja,Samstag,<10 Uhr,> 25 km,>4500,346,10,0,0,27,0,11,0,18,263,0,9,0,7,0,1
w,41-50,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,69,0,0,0,54,0,0,0,0,0,0,0,0,0,15,0
w,41-50,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
w,51-60,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,165,12,0,0,7,0,7,70,11,0,0,0,3,28,27,0
w,>60,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,<1000,216,0,0,27,14,0,1,6,144,0,0,0,24,0,0,0
w,>60,nein,ledig,nein,Mittwoch,10-12 Uhr,10 - 25 km,1000-<2000,341,0,0,6,28,0,116,3,72,0,0,6,33,21,56,0
w,>60,nein,ledig,nein,Freitag,10-12 Uhr,> 25 km,3200-<4500,157,0,99,0,19,0,10,10,0,0,0,0,19,0,0,0
w,18-30,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,55,0,0,0,0,8,0,0,26,0,21,0,0,0,0,0
w,18-30,nein,ledig,ja,Montag,>17 Uhr,< 10 km,1000-<2000,514,0,102,0,0,0,0,117,184,75,0,0,0,36,0,0
w,18-30,nein,Partnerschaft,nein,Donnerstag,<10 Uhr,10 - 25 km,2000-<3200,92,0,24,0,20,0,0,0,0,48,0,0,0,0,0,0
m,41-50,nein,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,2000-<3200,282,13,0,0,15,0,54,35,68,0,0,0,0,0,0,97
w,>60,ja,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,277,0,0,0,28,0,4,154,0,0,0,0,91,0,0,0
m,18-30,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,235,22,0,0,0,0,13,0,93,0,49,0,0,0,0,58
m,18-30,nein,ledig,nein,Freitag,12-14 Uhr,< 10 km,<1000,74,6,0,0,0,0,14,0,0,44,0,0,0,8,0,2
w,18-30,nein,ledig,nein,Donnerstag,>17 Uhr,< 10 km,<1000,489,0,0,0,0,40,0,52,264,0,0,0,0,0,133,0
m,18-30,nein,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,2000-<3200,185,7,0,54,0,0,7,32,5,72,0,0,0,0,0,8
w,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,324,0,0,0,24,0,8,19,126,77,0,0,16,54,0,0
m,31-40,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,192,10,5,0,0,0,0,0,0,0,0,0,119,0,56,2
m,51-60,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,180,47,40,0,0,8,13,12,0,0,25,0,0,28,0,7
w,18-30,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,<1000,383,0,32,0,0,0,0,72,0,216,0,0,0,63,0,0
w,18-30,nein,ledig,nein,Montag,14-17 Uhr,10 - 25 km,1000-<2000,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Samstag,12-14 Uhr,< 10 km,>4500,38,3,0,0,0,0,4,0,13,8,0,0,0,0,0,10
